,id,text,sentiment,sentiment_num
35,1641504112595329033,"@ikkuh1981 Ik zag het, op andere dagen inderdaad nog vroeger beginnen. Komt er vast ook nog wel eens van, maar de diensten op Ut gingen hard.",neutral,0.0
36,1641503713553440774,@MommieWatson Nergens op aangesloten ? Waarom zit dat ding daar dan ? zou ik hem weghalen makkelijker om gat met gips dicht te maken,neutral,0.0
37,1641499081884221440,"@HolstegeGerrit @WiljanB @nltop40 @MileyCyrus Daar ben ik dan weer niet zo weg van 😉 gelukkig zijn we niet allemaal hetzelfde, zou saai worden",very positive,1.0
38,1641498727964606464,"@Jeepee76 @WiljanB @nltop40 @MileyCyrus Hey joh, dat is toch prima!! Lekker doen wat jij wilt en luisteren naar wat jij mooi vindt.  Ik heb zelf een playlist van haar peettante",very positive,1.0
39,1641495516088262673,@HolstegeGerrit @WiljanB @nltop40 @MileyCyrus Durf het bijna niet te zeggen maar ik heb zelfs een Miley playlist op Spotify 🤣 ik vind haar stem en stijl erg lekker,very positive,1.0
40,1641494456749764619,@MommieWatson Ik zou zeggen koop voor een euro of 5 een nieuwe gipsplaat en daarna even afkwasten met een beetje latex. Is een klein beetje werk voor het mooiste resultaat. (gipsplaatje verwijderen klinkt erger dan het is),negative,-0.5
41,1641489141991985153,@TjerkLangman @brabantsdagblad Pardon ik was je geaardheid vergeten. Maakt je ook Niet betrr/slechter,neutral,0.0
42,1641488984051265538,@TjerkLangman @brabantsdagblad Nogal racistisch denk ik. Wat maakt jou beter/slechter op basis van je geslacht of huidskleur?,very negative,-1.0
43,1641488201406726144,"@JaapJoch Dat vind ik niet eerlijk, als je de lasten draagt hebt je ook recht op de lusten🤣",very positive,1.0
44,1641486370353840128,@JaapFriso @MerelMilou @SaschaJanssen @heuswaar @ashatenbroeke @NLRebellion Hahah nee ik was dus bezig en mijn steam loopt een paar min achter en toen kwamen er ineens allemaal beveiligingsmensen aanrennen. Dus ik ging beneden kijken maar het was al afgelopen,very negative,-1.0
45,1641485621637132296,"@NS_VenS_chris Haha - ik krijg er niets voor, anders dan de uren (op eigen verzoek)",neutral,0.0
46,1641483415575748608,@SynchroMo Daar ben ik best wel blij mee! Heb al meerdere goede berichten nu. Moet dan wel goedkomen toch?,very positive,1.0
47,1641477895334899719,@GianniNL @noord020 @AmsterdamNL @Weesp Ken Weesp een beetje. Goede vriend woont in het steegje naast het voormalig (?) gemeentehuis. Hij een geboren Amsterdam Zuid (Joh. Verhulst) Steegje schijnt tegenwoordig een voetpad te zijn. Maar ik heb me daar nog eens zalig klem gereden met een Mercedes Sprinter L3. 😜,positive,0.5
48,1641477401040367625,@w8eens Ik heb ‘t online gekocht. Gewoon even googlen.,neutral,0.0
49,1641476053917941762,@klaasm67 Ik dacht toch echt aan een 1 april grap.,neutral,0.0
50,1641473412525613058,@franssnel1 @RickdVries Mast dat vraag ik niet,neutral,0.0
51,1641472243493400578,"@GianniNL @noord020 @AmsterdamNL @Weesp Gefeliciteerd! Noord is interessant, maar ik denk dat Weesp in haar transitie dat zéker is.",very positive,1.0
52,1641461534567047169,@djeekopdicht Oh?\nIk vind dat koffie alleen maar verprutst wordt door toevoegingen als melk en suiker.  Weg koffiesmaak. 🤷🏻‍♂️,neutral,0.0
53,1641455656677830656,@djeekopdicht Ik werk veel met de chocomel generatie. Die is onder jongeren niet aan te slepen.,neutral,0.0
54,1641453124631281669,@AtelierGeeraets Je snapt dat ik komende zomer wel trots ga rond paraderen in een korte broek. Uitgestelde knaldrang.,neutral,0.0
55,1641452469531336705,"@JustSlacking Ja, maar ik laat dus niets op mijn knieën zetten :-)",negative,-0.5
56,1641451729245061123,"@MrsSandvrouw @richardtkiewiet @SGPnieuws Yep sorry, ik trek dergelijke opmerkingen  slecht. Praat ik onzin? Prima, zeg dat dan. Sterker je mag het grondig met me oneens zijn, maar ga dan een discussie aan. Maar ‘blijf jij bij je kunst’ is een non-argument. Dan zou niemand ergens ooit een mening over mogen hebben.",very negative,-1.0
57,1641451343159377922,@Dutchy_in_Spain Ik heb ergens in een la ook nog van die plakkers. Als het een beetje warm weer is ga je eronder transpireren en heb je binnen de korste keren extra lovehandles.,positive,0.5
58,1641449467340787719,@AtelierGeeraets Als je met twee dikke knieën op de bank zit wil je helemaal niets. Geloof me. Maar met die op m'n borst was ik het liefst zo trots als een pauw de hele stad door gaan stappen.,positive,0.5
59,1641449213946114052,"@GianniNL Ja, zo kun je er ook tegenaan kijken. Maar ik denk dat sinds Kok ruim een kwart eeuw zijn ideologische veren heeft afgeschud, we met elkaar op een redelijk grote puinhoop staan. 25 Jaar lang hebben we de overheid 'teruggedrongen' en 'de markt' moest dat overnemen. 1/",positive,0.5
60,1641420747393433600,@MrsSandvrouw Hij is super lief en hoopt heel erg dat het mij helpt. Die wind zoals nu maakt dat ik vanavond weer beneden slaap.,very positive,1.0
61,1641381027938545671,@guyhalle Ai…. Ik stuur zon! ☀️,neutral,0.0
62,1641380829665296386,@KoenStaps Ik ben zo benieuwd. Het was al mijn favoriete attractie en met nog meer verbetering is het al helemaal top. Ik ga volgende week een kijkje nemen. Dankjewel.,very positive,1.0
63,1641378204811161601,@Kennismakelaars @laschoonmade Ja klopt. Ik zet ook alleen maar foto’s met mensen op Twitter als dit bij een openbare aangelegenheid is.\nEn dan ook nog maar zeer zelden.\n\nIk maak ook niet het verslag van deze meetup. 😉\nGeef alleen aan dat het zeer interessant was en dat er behoorlijk wat mensen waren.,very positive,1.0
64,1641375689898164226,@JoostSt @laschoonmade Fotos zijn tegenwoordig meestal zonder mensen ivm privacy. En ik begrijp dat je met een foto tevreden bent bij een verslag van een meetup door de gemeente?,very negative,-1.0
65,1641375006100799489,@JeroenW1602 @WiljanB Ik voel een ernstige vorm van polarisatie aankomen.\nWil je gelijk krijgen of een relatie verbreken?😂,neutral,0.0
66,1641374063007350785,"@ArdennenBob Jawel, echter wel veel kritische personen. Zij confronteren me direct bij wakker worden al met het - naar het lijkt - parallelle universum. Naarmate de dag vordert, kan ik daar altijd wel van ‘genieten’😉",positive,0.5
67,1641373508738457600,"@PierreHellebaut Ik heb het omgekeerde voor en dat is echt niet leuk. Mensen die ik plots 'ontvolgd' heb, maar dit zelf niet actief heb gedaan..",very positive,1.0
68,1641365126941900802,@IndianaMarcel @Mandy2571960678 Zo is dat vindt ik goeie move,very positive,1.0
69,1641363801722290177,"@IndianaMarcel @Mandy2571960678 😁 bijzondere kerel ben je Marcel, dat mag ik wel",very positive,1.0
70,1641362305425211392,"@MvanDusseldorp @NatalieNTK Ik begrijp zo goed dat dat voor de ouders lekker rustig is. Maar wij namen dus nog een tasje met stiften, kleurboekjes enz. mee. Ook nu ze 12 zijn: in resto geen telefoonturen. En lol dat ze met andere 8-11 jarigen hebben met kaarten (Pesten) of Dobble! \n\nDit vonden ze ook leuk: https://t.co/mWGwBKiymm",very positive,1.0
71,1641356719417696257,@SchrijfToscane Ik heb meerdere bedrijven en kan dozen vullen met hun post.. terwijl het tegenwoordig allemaal digitaal kan met de berichten boxen .. #papierverspilling,neutral,0.0
72,1641354165723996161,@Myriam_Heyens Hoe is het ontbijt geweest. Dan weet ik waar wij de volgende keer logeren.,positive,0.5
73,1641350786109014016,@Stel_tm Mijn vader zei altijd op dit soort dagen:  ik wou dat ik twee hondjes was dan konden we samen spelen 🤣,neutral,0.0
74,1641345805649862660,@bjvdree1 @FritstenHove Dat denk ik ook wel.,neutral,0.0
75,1641332796944789506,@hansvanholland @WaterboysMusic @MickPuck Voor haar 16e verjaardag nam ik haar mee naar een Waterboys-concert. Sindsdien is het een gedeelde liefde. Long Strange Golden Road thuis hard aanzetten op repeat helpt wellicht 😉 https://t.co/YVu7RYbCY3,neutral,0.0
76,1641328187991814145,"@spoorkeerl Ah, die mag ik ook een keer lenen, hebben ze me beloofd @AutoEnService. Mooi bakkie!",very positive,1.0
77,1641316997806931970,@APbyPL @sofinetiger @MarcMabelis @SchipholWatch En zo kun je elk onderwerp verdraaien. Ik woon naast de Kaagbaan. Klaag niet over het standaard geluid van elke dag. Hoeveel uur per dag hoor jij bladblazers?,neutral,0.0
78,1641316965833662466,"@connie_brouwer @KrischanHagedoo Eens, het is erg complex! \nEr staan meer spannende zaken in regionale stukken weer gebaseerd op andere regionale stukken van jaren terug. Eenduidige info is helaas niet altijd mogelijk. Edwin sprak ik telefonisch en hij was blij met de uitleg.",positive,0.5
79,1641312690948947970,@Myriam_Heyens @elsjonker Ik heb nooit kalfsniertjes gegeten. We aten vroeger altijd varkensniertjes. Zal toch eens een keer moeten proberen!,neutral,0.0
80,1641312240669212672,@AnnekeHogenes @elsjonker Ik bestel ze bij de Turkse slager. Die weet waar hij adm kalfsniertjes kan komen.,positive,0.5
81,1641310635433525249,@HansKoppies @WaterboysMusic @MickPuck 100% met je eens. Ik ga zondag in Nijmegenaren...alleen ik krijg mijn dochter niet mee.,very negative,-1.0
82,1641305704068784128,@bjvdree1 @FritstenHove Van dat laatste ben ik bij de huidige politiek helaas geheel niet zeker (meer).,positive,0.5
83,1641305006379790336,@Vincentgdevlugt @greenchef De enige die ik lekker vind. Ben geen fan van die al die grote burgers. Alleen al niet omdat je ze niet kunt eten zonder van oor tot oor onder de saus te zitten.,positive,0.5
84,1641179027778990082,@APbyPL @sofinetiger @MarcMabelis @SchipholWatch Ik weet niet of je er elke dag mee wakker wordt en er mee gaat slapen. Ons verveelt het inmiddels wel.,positive,0.5
85,1641178783880232962,@mamiracoli @robbekurt Tot 10/02. Maar ik heb vorig jaar mijn meterstanden niet doorgegeven 😬 Dus het kan kloppen.,neutral,0.0
86,1641177959280287744,@hakenhaai Het is wat we afgesproken hebben en wat voor inkomsten voor de overheid zorgt. Ik weet wel andere belastingen/heffingen waar we over kunnen discussiëren.,positive,0.5
87,1641176416397193216,"@mamiracoli @robbekurt Vast contract was van januari 2020, toen ik alleen ging wonen. En nu 2 maanden variabel.",neutral,0.0
88,1641175677582946305,"@irmahaarlem Dat denk ik ook, maar zijn dat zoveel mensen dat iedereen nu ontbijt van staatswege moet ontvangen?",neutral,0.0
89,1641174606097571840,@DjeeDeeBee @VriendenV Ik las dat ze tegenwoordig in Marokko gepeld worden.,neutral,0.0
90,1641171967746228225,@Celinevdc @robbekurt Ik zou het verbruik eens in de vtest steken en kijken of je geen beter voorstel hebt. En,very negative,-1.0
91,1641169959563800576,@mamiracoli @robbekurt Ik had daar geen recht op wegens vast contract tot januari,neutral,0.0
92,1641166341833981952,@Noyannetoday Ik zou bellen met de Ooglijn. Zij hebben antwoord op al jouw vragen 030 294 5444,neutral,0.0
93,1641166327862771713,@PeterterHorst Dan zou ik bepaalde marge winst instellen. En niet alleen op groente. Het kan toch niet zo zijn dat men eerste levensbehoefte niet kan nuttigen,very positive,1.0
94,1641162590242873344,"@AnnekeHogenes @VriendenV Pellen ze nog garnalen in Nederland? En ik moet dat geloven, zeker?",positive,0.5
95,1641157111777222656,"@DjeeDeeBee @VriendenV Top! \nDan heb ik een garnaal en scampi als vrienden!\nIk hou trouwens alleen van Hollandse garnalen, uit Zeeland, gepeld in Arnemuiden. https://t.co/ZWdvWnN6ns",very positive,1.0
96,1641156506199498752,@VerweijJolanda Ik kan al niet meer terug…\nAl overgeschreven.\nAl een nieuwe eigenaar.,neutral,0.0
97,1641155420910698497,@AnnekeHogenes @VriendenV Als Jules een garnaal is ben ik een scampi,neutral,0.0
98,1641153935997018112,"@tarakiekt @DebbieJ61218930 @Lauwetweetjes @Cinister81 Ik wel. Ik hoop dat deze vrouw hulp heeft in het echt leven. Mijn God, ik heb zelden iemand zo dom zien spuien. \n\nIk heb me kostelijk vermaakt maar ik ga nu even wat anders doen. \n\n Blockerdeblock!",negative,-0.5
99,1641149911293886498,"@Carin_tawfik @KlaasdeJong74 @benvdplas73 @ArieO74257560 De Europese Commissie komt morgen in spoedzitting bijeen, heb ik begrepen.",neutral,0.0
100,1641146718702927887,@DjeeDeeBee @VriendenV Weet ik!  Jammer dat je dat niet meer kunt. Ik heb geluk daarmee. Bas ook.,negative,-0.5
101,1641142840620089350,@DjeeDeeBee @VriendenV Begrijp ik. Ik nooit. Je hart vraagt er om?,neutral,0.0
102,1641140139253547008,"@PeterTBD @JanKeyzer2 Spruitjes ruiken muf. Knoflook is lekker, maar duurt even voor het uit je systeem is. Zit op gepaste afstand van mijn gesprekspartner maar toch neem ik het zekere voor het onzekere",very positive,1.0
103,1641138896351133708,@PeterTBD @JanKeyzer2 Trassi en peteh ook. In het weekend ga ik los!,neutral,0.0
104,1641138134338400258,"@MoonvanKatwijk @IreneParren @TribbleSlayer_1 @Bepvankleij @henkvanderz @TopogigioRini @ReneRemis Ik heb niet naar de merknaam gekeken \nMaar hier in de Witte de Withstraat zit ook n winkel Cobra, met dit soort beelden met dure merknamen erop \nDe handen met Chanel, of Cucci enz...ik zal er ns kijken...",very negative,-1.0
105,1641132755151888384,@PeterTBD @JanKeyzer2 Zeker. Hummus vind ik lekker al staat het vaak stijf van de knoflook,very positive,1.0
106,1641127222307176455,"@PostvanFenna Ik moet hier best om lachen (dat is waarschijnlijk niet zijn bedoeling), vooral om de laatste zin, dat hij ook een foto van je gevonden heeft.",very positive,1.0
107,1641121008286412800,@IndianaMarcel Precies zo denk ik er ook over,positive,0.5
108,1641119268044525568,"@IndianaMarcel Ook lekker, gisteren had ik Roti, zojuist had ik pizza",very positive,1.0
109,1641118242084208649,@LiesbethvBerkel Het is echt ideaal voor jou! Je hoeft de deur er niet voor uit en ziet de beste vrij recente filmhuis films. Er staan ook al veel film op die ik in november op het noordelijk filmfestival zag.,very positive,1.0
110,1641115416947818497,"@MoonvanKatwijk @IreneParren @TribbleSlayer_1 @Bepvankleij @henkvanderz @TopogigioRini @ReneRemis Gaaaaaf, ik vind ze zó leuk!!!",very positive,1.0
111,1641115075762176008,@LiesbethvBerkel En als ik je alvast een filmtip mag geven voor als je het wilt uitproberen: Carol!,neutral,0.0
112,1641111958161170432,"@alexsteegstra Dat had gekund, dat gebeurde niet. Ik heb hem vriendelijk bedankt en hem een fijne dag gewenst.",positive,0.5
113,1641108951394848768,@LiesbethvBerkel Ja die vind jij ook geweldig denk ik. Waarschijnlijk eerder al op #picl Ik hou het wel even in de gaten voor je.,very positive,1.0
114,1641107435753463810,"@nathanvos Leuk, kan ik over meepraten! Ik kan je de @DeejaySchool aanraden als je je skills wilt verbeteren.",very positive,1.0
115,1641100727555706882,@stellapieterson Ik wil wel een rondleiding door Huis ten Bosch! Maar dan graag na de afschaffing van de monarchie 😎,very negative,-1.0
116,1641098738843152387,@Daantje00 @indonesiabert Ik sta er nog steeds niet tussen!!!,neutral,0.0
117,1641098045340131333,"@PensionGeuldal Hmmm, ik doe altijd met kokosmelk en groene curry, zo lekker! Alleen het staat dus wel alweer sinds 11.30 aan.",very positive,1.0
118,1641097473518190592,@lientje132 @treinminion Eigenlijk ben ik helemaal niet zo kieskeurig! Vind alle dieren gewoon leuk😍,very positive,1.0
119,1641077222797635585,@PeterterHorst Hier ook zo één! En of ik ergens in het midden tussen Sneek en zuid-Limburg wil komen.  😂😂 https://t.co/bHKEOZOk3h,neutral,0.0
120,1641017932338679809,"@JeroenvE Goed plan. Ga ik vanavond ook eens doen. Weinig speciaals bij ons, dus zo klaar",positive,0.5
121,1641016784709984259,@zeg_eens_aad @saskiamsterdam Nooooooooooooo. Die had ik gemist. Da’s een klap in het gezicht idd.,neutral,0.0
122,1641006782947418113,@JeroenW1602 @TheOtherBQ 😍😍altijd nog beter dan t drie dubbel dikke biologische zwarte brood wat ik altijd mee kreeg 🤮,negative,-0.5
123,1640996389797900288,"@klaasm67 🎵 Als de lente komt dan stuur ik jou centjes uit Leidschendam\nAls de lente komt crowdfund ik voor jou centjes uit Leidschendam\nAls ik wederkom dan breng ik jou centjes uit Leidschendam\nDuizenden euro’s in dikke plakkaten, zorgen ervoor dat jij kan gaan praten… 🎶",very negative,-1.0
124,1640993898448277505,"@Koopman038 Ja dat kan hóór, maar daar doen ze tot 6 weken thuisherstel niets meer tegenwoordig. Is het daarna nog altijd zo ernstig dan gaat neuroloog kijken. Eerst rust is het advies. Dus daar hou ik mij maar aan.",very negative,-1.0
125,1640992891190358017,"@PimSedee Ik durf het haast niet te zeggen, maar die Rutte is als persoon bij vlagen toch wel geweldig.\n(en dan krijg ik nu ws allemaal bagger over me heen)",very positive,1.0
126,1640982323385475074,@PeterterHorst 😂😂😂👌🏻\n\nIk vind het er eentje voor Marktplaatsgekkies op Insta\n\nhttps://t.co/IEVFHCdZeK,neutral,0.0
127,1640972179901673473,@gwdubbeldam @BisschopRoelof @PieterOmtzigt Ik vind ook dat de heer Omtzigt in zijn geval meer spreektijd moet krijgen.\nVoelt oneerlijk zo.,neutral,0.0
128,1640970699270389760,"@DjeeDeeBee Goedemorgen mijnheer Geert,  ik ook, op de foto dan he! Oh, dat is trouwens een jongere versie van mij. https://t.co/gWVUTVKsnp",neutral,0.0
129,1640965111392116737,"@DjeeDeeBee Goede morgen Geert, ik ook.",positive,0.5
130,1640959670683615233,@marian070249 Ze hebben hier genoeg dus ik kan best wel wat meenemen. https://t.co/ChVLb3aPgn,very positive,1.0
131,1640949943643914241,@Heerlijkheyd @MrsSandvrouw Ik kwam gisteren in een bakje tussen mijn schroeven nog een paar Franse franken tegen. Geen idee waarom die daar liggen 😅,neutral,0.0
132,1640827906891948033,@Heerlijkheyd Ik zie het...Fransen  hè 😂,neutral,0.0
133,1640821258576076802,"@Sjenettt Hahaha, dat herken ik wel.",neutral,0.0
134,1640816696448409600,"@SigridMorsink @wierdduk Klein knulletje is een volwassen vrouw maar wel een vrouw die niet zo neerbuigend tegenover andere doet. Of ben je gewoon zo onzeker, is nog geen reden maar dan snap ik het nog. Fijne avond verder.",negative,-0.5
135,1640816116590317572,@dupidox Die keek ik. Ongelooflijk,very negative,-1.0
136,1640815691975786496,@NS_VenS_chris Ik voel me al ongemakkelijk als ik bij de To Go op “geen bon” klik en dan bedenk “straks wilt iemand de bon zien” 😂,neutral,0.0
137,1640810738007658545,@Lizzivnimwegen Als ik kijk naar filmpjes van mensen denk ik van wel. Maar het is echt nog een stapje te ver voor mij 🤣 ik moet echt aan het zuurstof na een paar min rennen 🤣,very negative,-1.0
138,1640803685155459086,@ChrisHuizer Bizar.. ik ben toch ook gewoon net zoveel eigenaar van dit pand als hij.. rare regelingen.. omdat men hoofdbewoner kiest als regel ipv wie zijn verantwoordelijk dat de aanslag betaald wordt.. dat zijn we beiden voor zover ik weet.. en niet alleen hij..,negative,-0.5
139,1640801340124286993,"@PatrickAJansen Die zorgvuldig gekozen aanpak heb ik meegemaakt in Brabant. Bedrijf dat moest wijken voor natuurontwikkeling Biesbosch in omschakeling naar biologisch, kleinschalig bedrijf 70 melkkoeien volledig kringloop etc etc. \n\nDe 40 tegelijk is strafexpeditie om systeem te laten ontsporen",negative,-0.5
140,1640792905521479681,@Kimpy001 Ik had licht smaakverlies.,positive,0.5
141,1640785066748944396,@sanderoord @Liefde1979 @toeslagherstel Het zijn niet alleen de zorgen maar ook de interacties met ouders en je manier van reageren en handelen!! \nIk snap nog altijd de keuze niet maar goed🤷‍♀️,positive,0.5
142,1640784966115000320,@hedi567 @wierdduk Ik blokkeer alleen mensen die mij of mijn geliefden persoonlijk aanvallen en/of doodwensen. Daar ligt mijn grens. Ik vind @wierdduk geen leuk persoon maar hij heeft het niet op de persoon gespeeld. Dus geen block. Duidelijk?,positive,0.5
143,1640780160906436612,@NS_VenS_chris Ik heb nog nooit een zelfscan gebruikt. Praat liever even met de persoon achter de kassa. Bovendien zou het mij niet lukken.,neutral,0.0
144,1640777657603203076,@AddeZwart @MachinistStefan Dat snap ik. Maar omdat de pakkans zo klein is gaan mensen het risico nemen. Als de pakkans groot is zal men minder snel risico nemen. Het zichtbaar zijn kan al heel wat schelen,positive,0.5
145,1640761159547604992,@Macamaatje @SeWTFstiaanZoet @Me_offie Dan kan ik altijd nog op de fiets!!,neutral,0.0
146,1640760563486605313,@HansJacobs15 @HuubBellemakers Huub kan toch zelf bouwen ? Overheid is ook vaak niet slim bezig geweest vrees ik,very positive,1.0
147,1640756044568690696,"@Macamaatje @SeWTFstiaanZoet @Me_offie Jaaa, ik kan vanaf volgende week Eindelijk met de Metro…..🥳",neutral,0.0
148,1640755183259926528,@foppeweijer @sdegreeuw @M1Kamphuis En ik vond het hier al zo rustig toen we hier kwamen wonen 😅,positive,0.5
149,1640747212555550722,@JustSlacking Haha ja! Toeval. Ik zei al Marjolein zal zo wel bellen want ik lig hier nu.,neutral,0.0
150,1640742944083697665,@AtelierGeeraets Ik hoorde dat je een leuke buurman had. Heb je daar net gemist.,very positive,1.0
151,1640739063203332096,@palpeet ik las watermerk 😬,neutral,0.0
152,1640731327417798656,"@DjeeDeeBee Ik neem aan dat niemand geloofd dat je echt zonder eten en vocht kan. Ik heb wel eens gehoord van een dame die ""leefde enkel op zonnekracht"". Tja ik geloof het niet echt, maar er bestaan vast wonderen.",positive,0.5
153,1640726688337215492,@DjeeDeeBee Echt heel veel. Ik heb anorexia en niet eten heeft alles met controle te maken. Heel vaak (niet altijd) komt het door een traumatische ervaring waarin je niks te zeggen had en eten of niet eten is het weinige waarover jezelf kan beslissen.,positive,0.5
154,1640724790959808515,@zeg_eens_aad Wat een fucking freakshow. Dan word ik dus al tientallen jaren full continue gebeld door iemand…\n\nDe notie…!,very negative,-1.0
155,1640701506243444738,@PeterTBD Wat ben je toch altijd lekker positief! Dankjewel.\nIk heb plezier in wat ik doe en als mensen dat ook nog leuk vinden is dat natuurlijk superleuk!,positive,0.5
156,1640697050818813955,"@Myriam_Heyens Wat stom, moet ik hem delen?",neutral,0.0
157,1640664283880075265,@Macamaatje Ik geloof dat max B-cup wel een vereiste is voor dit soort dingen. We gaan het zien. 😂🤞,neutral,0.0
